stage,time,percentage_solved
1,0.36202073097229004,53.46534653465346
2,0.7740445137023926,69.3069306930693
3,0.14900851249694824,70.29702970297029
4,0.13200736045837402,72.27722772277228
5,0.16200947761535645,74.25742574257426
6,0.0890049934387207,77.22772277227723
