stage,time,percentage_solved
1,11.073633193969727,67.32673267326733
2,2.5831477642059326,82.17821782178218
3,0.9840564727783203,87.12871287128714
4,0.5440309047698975,90.0990099009901
5,0.041002511978149414,90.0990099009901
6,0.6380364894866943,93.06930693069307
total_time = 16.033917 secs
