stage,time,percentage_solved
1,10.683611154556274,50.495049504950494
2,3.6102066040039062,63.366336633663366
3,2.619149684906006,72.27722772277228
4,1.3580777645111084,74.25742574257426
5,0.8630492687225342,74.25742574257426
6,0.42702460289001465,74.25742574257426
total_time = 20.698184 secs
