stage,time,percentage_solved
1,16.045917749404907,47.524752475247524
2,11.48665714263916,59.40594059405941
3,5.810332298278809,66.33663366336634
4,4.2532432079315186,69.3069306930693
5,3.5012004375457764,70.29702970297029
6,1.8481056690216064,70.29702970297029
total_time = 45.089579 secs
