eps,success,islands_created
0.5,69.3069306930693,116
0.51,68.31683168316832,108
0.52,68.31683168316832,104
0.53,68.31683168316832,95
0.54,68.31683168316832,93
0.55,68.31683168316832,90
0.56,68.31683168316832,87
0.5700000000000001,68.31683168316832,85
0.5800000000000001,69.3069306930693,84
0.5900000000000001,69.3069306930693,83
0.6000000000000001,69.3069306930693,81
0.6100000000000001,68.31683168316832,77
0.6200000000000001,68.31683168316832,74
0.6300000000000001,68.31683168316832,74
0.6400000000000001,68.31683168316832,71
0.6500000000000001,68.31683168316832,70
0.6600000000000001,68.31683168316832,65
0.6700000000000002,68.31683168316832,62
0.6800000000000002,68.31683168316832,62
0.6900000000000002,69.3069306930693,59
0.7000000000000002,68.31683168316832,57
0.7100000000000002,69.3069306930693,53
0.7200000000000002,69.3069306930693,53
0.7300000000000002,68.31683168316832,52
0.7400000000000002,68.31683168316832,50
0.7500000000000002,68.31683168316832,50
0.7600000000000002,68.31683168316832,48
0.7700000000000002,68.31683168316832,47
0.7800000000000002,68.31683168316832,44
0.7900000000000003,68.31683168316832,43
0.8000000000000003,68.31683168316832,43
0.8100000000000003,68.31683168316832,42
0.8200000000000003,68.31683168316832,42
0.8300000000000003,68.31683168316832,41
0.8400000000000003,68.31683168316832,40
0.8500000000000003,68.31683168316832,39
0.8600000000000003,68.31683168316832,38
0.8700000000000003,69.3069306930693,37
0.8800000000000003,69.3069306930693,35
0.8900000000000003,69.3069306930693,35
0.9000000000000004,69.3069306930693,34
0.9100000000000004,70.29702970297029,33
0.9200000000000004,70.29702970297029,33
0.9300000000000004,70.29702970297029,32
0.9400000000000004,70.29702970297029,31
0.9500000000000004,70.29702970297029,29
0.9600000000000004,70.29702970297029,28
0.9700000000000004,70.29702970297029,28
0.9800000000000004,70.29702970297029,28
0.9900000000000004,70.29702970297029,28
1.0000000000000004,70.29702970297029,27
1.0100000000000005,70.29702970297029,26
1.0200000000000005,70.29702970297029,25
1.0300000000000005,70.29702970297029,25
1.0400000000000005,70.29702970297029,24
1.0500000000000005,70.29702970297029,24
1.0600000000000005,70.29702970297029,24
1.0700000000000005,70.29702970297029,23
1.0800000000000005,70.29702970297029,23
1.0900000000000005,70.29702970297029,23
1.1000000000000005,70.29702970297029,23
1.1100000000000005,70.29702970297029,23
1.1200000000000006,70.29702970297029,23
1.1300000000000006,70.29702970297029,23
1.1400000000000006,71.2871287128713,22
1.1500000000000006,71.2871287128713,22
1.1600000000000006,71.2871287128713,22
1.1700000000000006,71.2871287128713,22
1.1800000000000006,71.2871287128713,22
1.1900000000000006,71.2871287128713,22
1.2000000000000006,71.2871287128713,22
1.2100000000000006,71.2871287128713,22
1.2200000000000006,71.2871287128713,22
1.2300000000000006,71.2871287128713,22
1.2400000000000007,71.2871287128713,22
1.2500000000000007,71.2871287128713,22
1.2600000000000007,71.2871287128713,22
1.2700000000000007,71.2871287128713,22
1.2800000000000007,71.2871287128713,21
1.2900000000000007,71.2871287128713,21
1.3000000000000007,71.2871287128713,21
1.3100000000000007,71.2871287128713,21
1.3200000000000007,71.2871287128713,21
1.3300000000000007,71.2871287128713,21
1.3400000000000007,71.2871287128713,21
1.3500000000000008,71.2871287128713,21
1.3600000000000008,71.2871287128713,21
1.3700000000000008,71.2871287128713,21
1.3800000000000008,71.2871287128713,21
1.3900000000000008,71.2871287128713,21
1.4000000000000008,71.2871287128713,20
1.4100000000000008,71.2871287128713,20
1.4200000000000008,71.2871287128713,19
1.4300000000000008,71.2871287128713,19
1.4400000000000008,71.2871287128713,19
1.4500000000000008,71.2871287128713,19
1.4600000000000009,71.2871287128713,19
1.4700000000000009,71.2871287128713,19
1.4800000000000009,71.2871287128713,19
1.4900000000000009,71.2871287128713,19
1.5000000000000009,71.2871287128713,19
1.510000000000001,71.2871287128713,19
1.520000000000001,71.2871287128713,19
1.530000000000001,71.2871287128713,19
1.540000000000001,71.2871287128713,19
1.550000000000001,71.2871287128713,19
1.560000000000001,71.2871287128713,19
