# src, RA(deg), err_RA(deg), Dec(deg), err_Dec(deg), Flux(Jy), err_Flux(Jy)
   0,  16.8084939098298,   0.0090143437848, -31.7464665772063,   0.0097716684484,   0.1460618036604,   0.0276247014616
   1,  35.0205022079311,   0.0036507938782, -34.7549808100903,   0.0044783597450,   0.2726396122846,   0.0347635783154
   2,  22.6709157488478,   0.0052806679830, -20.6143515500922,   0.0072664223610,   0.1267591964163,   0.0180470237158
   3,  40.0126323698354,   0.0029012270264, -29.2695061307047,   0.0040085128613,   0.4109800758768,   0.0347328641892
   4,  34.5188729590114,   0.0010113582218, -27.8435965707757,   0.0013461420313,   0.6448179322539,   0.0215268312665
   5,  15.1419387175062,   0.0026924917495, -12.8531761193813,   0.0026254959645,   0.7231792194954,   0.0435316398214
   6,  24.1923625240645,   0.0014675148026, -28.5737833076447,   0.0023091591460,   0.3250824166037,   0.0182807693193
   7,  36.6836531661359,   0.0057967324341, -20.4266758417516,   0.0081198674787,   0.1839501073078,   0.0245176802261
   8,  15.4767558150043,   0.0010698972954, -28.5108004671002,   0.0016288450153,   0.6351856841817,   0.0230693399284
   9,  24.4869081216311,   0.0030557884058, -32.2977615565513,   0.0052108546931,   0.2021372446185,   0.0252754508305
  10,  36.3625205765872,   0.0005931840294, -24.3528043346033,   0.0006974884093,   1.3283738111428,   0.0228111047439
  11,  36.3054671353311,   0.0046549887343, -26.6402278194076,   0.0049349312064,   0.1668835570948,   0.0243463636410
  12,  10.3302275603352,   0.0285617364799, -21.5255821624478,   0.0171539204409,   0.2181439874468,   0.0327720904027
  13,  20.9994556427930,   0.0069104857863, -19.2064277860504,   0.0100572775575,   0.1141611556908,   0.0208588082971
  14,  30.9362933156086,   0.0029679240971, -22.5776180665601,   0.0042818291416,   0.1725753054086,   0.0158138136691
  15,  24.5605586655603,   0.0018350565817, -26.7066731313610,   0.0023669248152,   0.3234702420928,   0.0166067279516
  16,  34.7129126480097,   0.0001005320398, -24.7955367575461,   0.0001380711920,   7.3417708005058,   0.0240543162672
  17,  18.0433943203696,   0.0004829365353, -22.1862868723972,   0.0006560415582,   0.9568379665809,   0.0228022710998
  18,  38.7045379049909,   0.0073568277352, -25.9337909269692,   0.0113449794882,   0.1938264019721,   0.0251341586439
  19,  40.3161689085870,   0.0011301547331, -17.5763002835321,   0.0012683967190,   1.2283397986840,   0.0406351782091
  20,  29.9613807578836,   0.0044656052452, -17.7168024061433,   0.0062293824715,   0.1870326757928,   0.0229325347341
  21,  27.5328509740013,   0.0018081259007, -27.0998783433533,   0.0024705815724,   0.3090393309355,   0.0171127411615
  22,  26.7834991183003,   0.0036157182469, -33.3517066286546,   0.0066247421941,   0.2162559304766,   0.0256679103403
  23,  30.1421749407458,   0.0057059835604, -24.5122845770285,   0.0069894578488,   0.1645632908536,   0.0178267360311
  24,  34.3071814804551,   0.0017251784366, -18.8357308561079,   0.0020805852079,   0.5046992917739,   0.0235407979212
  25,  15.4439556346817,   0.0098046068104, -16.0126549821231,   0.0094540606651,   0.2047695564779,   0.0372754639174
  26,  36.4199845374049,   0.0043331018272, -25.7316932079763,   0.0046248287077,   0.2117855308317,   0.0235116811632
  27,  24.8300840766141,   0.0017121848812, -12.8119458871827,   0.0022624383096,   0.6677494724963,   0.0281379905783
  28,   8.4610392259491,   0.0017408001588, -16.2715779756310,   0.0021433747875,   1.1388128619749,   0.0473546092571
  29,  32.9587851614111,   0.0092686120615, -15.5762867553262,   0.0090510281602,   0.1772883592553,   0.0262611732014
  30,  17.4202832642098,   0.0036559967189, -19.6791112410224,   0.0045343565196,   0.2471032614110,   0.0240579079410
  31,  24.3993404640632,   0.0038553499371, -29.7259997906450,   0.0059221375054,   0.1561611561268,   0.0198170943675
  32,  24.8013318415723,   0.0014548538512, -20.7310383460524,   0.0018243453157,   0.4639273347577,   0.0173556576422
  33,  33.3033146411623,   0.0028210474588, -23.5947561518585,   0.0034334271085,   0.2627607970943,   0.0184858479699
  34,  29.8398639494101,   0.0059713932155, -27.2343271516939,   0.0082006151746,   0.1163874165764,   0.0198815841871
