# src, RA(deg), err_RA(deg), Dec(deg), err_Dec(deg), Flux(Jy), err_Flux(Jy)
 321,  32.8856968333793,   0.0083038008915, -10.2471814977584,   0.0090494245029,   0.3009215934957,   0.0502725512767
 322,  28.2790255743620,   0.0007674290804, -24.5132209257976,   0.0010253346333,   0.7532409583156,   0.0195559362153
 323,  22.8723852980270,   0.0011755704100, -16.4417691930549,   0.0015091628220,   0.6899351749778,   0.0231072921184
 324,  28.9696185770223,   0.0037592072842, -29.4182889457548,   0.0059727640529,   0.1625340578786,   0.0200905944638
 325,  26.1118174580815,   0.0043193643946, -23.5862163251031,   0.0121571996972,   0.1107721879093,   0.0151581643267
 326,  15.2265750320170,   0.0004554451995, -22.6686533695056,   0.0007571966826,   1.5494832007485,   0.0225370250453
 327,  23.7639600979966,   0.0045708242992, -20.0677561700627,   0.0054583233559,   0.1640734346075,   0.0197316765616
 328,  30.9604627277339,   0.0016164342158, -20.6701863295877,   0.0019301072040,   0.4065442768435,   0.0212798664393
 329,  31.7725753043735,   0.0032317792135,  -8.9597711655000,   0.0038713277904,   0.7188685408529,   0.0584143410064
 330,  34.8937794165662,   0.0036349321222, -29.4005816075949,   0.0054156510971,   0.2021121802656,   0.0269052635057
 331,  40.0666209443158,   0.0038137462997, -22.4313921229088,   0.0034184014185,   0.3694265590773,   0.0316208924083
 332,  34.2285476474846,   0.0087830189733, -27.0081914141133,   0.0102218735609,   0.0907259638207,   0.0204927598396
 333,  16.9319816113393,   0.0015303719505, -17.5230803364468,   0.0019303596722,   0.6989332369178,   0.0283453430612
 334,  20.5213338909977,   0.0016424031223, -25.7670973285681,   0.0025493630623,   0.3848243123519,   0.0188005222928
 335,  32.6879195455033,   0.0051881485489, -34.1238147107983,   0.0158179543308,   0.1308319149978,   0.0266934559201
 336,  35.6173834952527,   0.0078762982927,  -8.1807824115845,   0.0096554505331,   0.5380121139753,   0.0852000717774
 337,  32.4295872008687,   0.0015750092901, -30.5669695416768,   0.0023000154221,   0.4460399409812,   0.0229529639541
 338,   6.7160322266842,   0.0052430155472, -26.1149509442596,   0.0151645649440,   0.3356974571768,   0.0510539029916
 339,  25.5790921772222,   0.0022787849832, -19.1423220288259,   0.0026708535274,   0.2835288065396,   0.0192391595401
 340,   9.8975031410339,   0.0076161756065, -11.1518990037126,   0.0082352520676,   0.4863907559613,   0.0684292556181
 341,  31.8254156052101,   0.0046891630296, -37.5545277586763,   0.0074986789710,   0.2927946258858,   0.0472111436275
 342,  36.0427510414839,   0.0051921974586, -27.2996980269835,   0.0045823148727,   0.2146762039065,   0.0212468898584
 343,  24.4293111468859,   0.0013259444769, -26.1745461206455,   0.0022563935261,   0.1467991467840,   0.0181868686263
 344,  14.9388557906301,   0.0009027753833, -13.0653222569973,   0.0010567041090,   1.8232406228770,   0.0405851185088
 345,  36.4476761987140,   0.0005981238276, -24.3046393644783,   0.0007593075390,   1.3791087336900,   0.0240936511927
 346,  35.1671838783280,   0.0042284511559, -29.7222221147533,   0.0047864669357,   0.2368892306511,   0.0251126891367
 347,  35.5349619777276,   0.0016376305414, -32.5332141400554,   0.0024450368028,   0.6131093640973,   0.0300045992439
 348,  18.2180753640266,   0.0051854813886, -19.4774441741726,   0.0087547392543,   0.1282623469904,   0.0228045159879
 349,  40.0162528190797,   0.0029869461373, -29.2832292890996,   0.0037471427880,   0.4116843281782,   0.0343647650095
 350,  34.1630899717979,   0.0022864839229, -22.6316829036460,   0.0034581611361,   0.2079837385213,   0.0216420863429
 351,  18.6910501665131,   0.0020453232036, -35.8249174221094,   0.0050259934624,   0.4273092523956,   0.0402730206137
 352,  19.4879877769722,   0.0028524460503, -10.1248979817795,   0.0035501770057,   0.5627738944272,   0.0463594631114
 353,  27.5770260982847,   0.0045680006715, -23.4860993708796,   0.0175457359628,   0.0874395959878,   0.0165700297619
 354,  25.1747330529511,   0.0050507278228, -35.9991533505015,   0.0066241397869,   0.2671101696686,   0.0323217784963
 355,  29.7604412502155,   0.0032675898403, -33.4807770206175,   0.0038695411442,   0.2401474220744,   0.0243026696094
 356,  11.8146197600883,   0.0063293789255, -14.7454891906477,   0.0061614903494,   0.3945096508995,   0.0431101500913
