stage,time,percentage_solved
1,4.1292359828948975,69.19684308263696
2,0.5680325031280518,81.84772516248839
3,0.39402270317077637,87.8133704735376
4,0.2020115852355957,93.12906220984216
5,0.16400933265686035,94.22005571030641
6,0.10400581359863281,95.07892293407613
