# src, RA(deg), err_RA(deg), Dec(deg), err_Dec(deg), Flux(Jy), err_Flux(Jy)
   0,  39.7443174820622,   0.0014136926299, -27.4901119411032,   0.0018016891825,   0.7414604296108,   0.0318525095375
   1,  40.3815076099894,   0.0017329737082, -28.6662367985032,   0.0020915163682,   0.7669861098620,   0.0368684896293
   2,  37.3584476967036,   0.0027342131369, -26.4427118143877,   0.0034661652744,   0.3088604924590,   0.0259673096224
   3,  39.2883952021491,   0.0050507823148, -28.7478545879997,   0.0043595073216,   0.2396911078224,   0.0348327852879
   4,  39.9125962394309,   0.0036363277018, -29.9811641506838,   0.0055140152477,   0.2760185770497,   0.0365115580126
   5,  37.1948079181435,   0.0024941470705, -29.8941134940208,   0.0029991072487,   0.3469078822964,   0.0277649580597
   6,  37.6025704334287,   0.0037307727110, -29.5668612295407,   0.0051284760566,   0.2065896359499,   0.0272229393624
   7,  39.7468646920417,   0.0020878053248, -27.5665051414856,   0.0023571121426,   0.5042082349742,   0.0282055339370
   8,  38.4778381081448,   0.0007106684818, -29.6991466549846,   0.0008305951835,   1.4795387993283,   0.0278847350447
   9,  39.1532570955640,   0.0034341860895, -29.8984909948033,   0.0046074685192,   0.4271341947571,   0.0318714713778
  10,  42.8840066012666,   0.0036991842652, -29.7649573816278,   0.0042829530208,   0.5105632163213,   0.0526196635341
  11,  37.0731222833499,   0.0055650241350, -29.3526864192452,   0.0074687849647,   0.2126680899388,   0.0284725208254
  12,  38.6768863936889,   0.0075024794163, -27.0361204724600,   0.0066636005089,   0.1751131175671,   0.0272519101850
  13,  41.2936752252651,   0.0035196171430, -26.9091725847533,   0.0049574549055,   0.4136364293585,   0.0324904798660
  14,  37.7419620368213,   0.0033090451481, -29.1520797097346,   0.0038888757325,   0.3126680007352,   0.0300899760841
  15,  40.4346525836846,   0.0014558944166, -28.1985043996933,   0.0015708438561,   0.8894139982443,   0.0367917990167
  16,  38.3226476211545,   0.0008535499997, -29.8998878346503,   0.0011189071151,   1.1879360599247,   0.0315014231351
  17,  39.3901865239385,   0.0068741937877, -29.8495640999059,   0.0091599018749,   0.2601332316649,   0.0348780328598
  18,  40.3463244648223,   0.0017665875354, -28.6158117293917,   0.0020831860671,   0.4855828945809,   0.0394335255463
  19,  38.8182367284057,   0.0018976713113, -29.6204495234895,   0.0019319557870,   0.7031957629405,   0.0329246245050
  20,  41.7005243140854,   0.0073250404825, -29.2655372220979,   0.0077444151230,   0.2414104578222,   0.0470646620569
  21,  41.8890053410620,   0.0055628624504, -27.7465957759332,   0.0090321260229,   0.3061003894937,   0.0449041883160
  22,  42.0075967800214,   0.0012428187280, -26.1431588372496,   0.0014121830183,   1.2034484677745,   0.0393726812819
  23,  37.1863335102233,   0.0017920381023, -29.7403582984053,   0.0022167375012,   0.5291064870573,   0.0291213939682
  24,  42.9190171283832,   0.0018798507673, -26.0742012279497,   0.0020881474041,   0.9384769493968,   0.0522914785515
  25,  41.9042378462591,   0.0008111319314, -29.5555222793477,   0.0008582897525,   2.2850869556682,   0.0444303470190
  26,  39.7383326962993,   0.0041702969924, -27.8617361775037,   0.0053586307398,   0.2519830135744,   0.0317280780639
  27,  38.6704597591962,   0.0015487021607, -27.3786114176154,   0.0020199624764,   0.5141906855337,   0.0295716247265
  28,  41.8996931758567,   0.0026853614962, -25.9972305496814,   0.0028158384050,   0.5684173056516,   0.0434660236223
  29,  40.9607184365510,   0.0033846369572, -26.1422113861395,   0.0043497489939,   0.3038110627353,   0.0352038692375
  30,  37.7893200613252,   0.0008372055074, -26.8455726480216,   0.0010573839962,   1.0505284185158,   0.0270576379096
  31,  37.0586708973935,   0.0004498382328, -29.0693505628099,   0.0006157378166,   1.8932399810702,   0.0269190829483
  32,  40.8992534591754,   0.0020503498020, -27.5495073737881,   0.0019439759206,   0.7485132176324,   0.0401021383253
  33,  40.0342303769436,   0.0111549606585, -27.7825583455382,   0.0098965132023,   0.1308377270520,   0.0325241976590
  34,  38.1031468745974,   0.0039141144764, -27.3559931440250,   0.0075812151755,   0.2182504023302,   0.0286924722658
  35,  38.4780729277679,   0.0064614219567, -27.0334568235552,   0.0075653154533,   0.1798073925978,   0.0297954586768
  36,  37.4485052183536,   0.0040597315908, -27.9252130733723,   0.0044341277918,   0.2125891999323,   0.0271464773310
  37,  41.0715881082994,   0.0040379936857, -27.2359647465098,   0.0072842825210,   0.2439534690391,   0.0375001353736
  38,  40.3621278948395,   0.0022893867661, -26.3651411834128,   0.0047267344896,   0.4139466922657,   0.0299112621193
  39,  40.2270483173419,   0.0019108146216, -27.8018019060786,   0.0023180135079,   0.6226570823474,   0.0318335991740
  40,  40.1533406644645,   0.0044771333927, -26.9365775006610,   0.0057892993621,   0.2153519000679,   0.0334649584424
  41,  40.5852897741041,   0.0028575108396, -27.3518657930589,   0.0052674183460,   0.4126548188216,   0.0372980073268
  42,  38.2284740647287,   0.0043845861618, -26.9720802970050,   0.0058761976446,   0.2255484085024,   0.0304244902507
  43,  38.7502939697309,   0.0038916312063, -26.3245815794904,   0.0042850849854,   0.2646518330697,   0.0296319810356
  44,  40.2383400940451,   0.0027790687251, -28.3419452556620,   0.0033374097691,   0.3621843384983,   0.0374751266710
  45,  40.4194897595847,   0.0017778371073, -28.6353648034421,   0.0020980507146,   0.5246719712832,   0.0343299232232
  46,  40.1289403799656,   0.0031138390973, -26.3827954033373,   0.0037546060873,   0.3749257236228,   0.0313593982264
  47,  41.7156074105579,   0.0060255815701, -29.4004422937195,   0.0082097258674,   0.2832843217779,   0.0414806663534
