# src, RA(deg), err_RA(deg), Dec(deg), err_Dec(deg), Flux(Jy), err_Flux(Jy)
   0,  37.9496061134475,   0.0060033386975, -26.6788396225033,   0.0088544584200,   0.1458279120204,   0.0280976160571
   1,  37.3512771832373,   0.0028301710869, -26.3554712290541,   0.0035171233938,   0.3367391747516,   0.0252718450418
   2,  39.9655733474113,   0.0007759794841, -26.7854687445299,   0.0008853665007,   1.4720111605216,   0.0334833089768
   3,  42.0758047664609,   0.0045901993962, -27.8326694463460,   0.0077437009454,   0.3276768683025,   0.0437878115266
   4,  41.5154658316830,   0.0034513790225, -27.5720417971595,   0.0034476148742,   0.4423765258089,   0.0421500431987
   5,  40.2236059511279,   0.0029058903366, -26.3937313210905,   0.0036892613843,   0.3820035557424,   0.0317169816417
   6,  41.7315554796727,   0.0042029224353, -27.5204893411435,   0.0146735315152,   0.3024105882623,   0.0441454444712
   7,  40.5117885859048,   0.0018300607155, -28.5994156506492,   0.0021727695810,   0.5056649224869,   0.0350671859314
   8,  37.0483925205418,   0.0025426588376, -26.9331847859521,   0.0034302759368,   0.3363760078839,   0.0277014208760
   9,  37.7341589973049,   0.0008240813728, -26.8450770428457,   0.0010483615164,   1.0887782220224,   0.0274846530502
  10,  39.0493854284100,   0.0003106092496, -28.8419712032779,   0.0003921071723,   3.4645554600146,   0.0324751202666
  11,  37.4430787104434,   0.0083081806344, -30.0011115882710,   0.0073245284695,   0.1605078521575,   0.0287193672326
  12,  40.3934697953225,   0.0014419713758, -28.2198677107516,   0.0016232180120,   0.8941884556634,   0.0369464733335
  13,  41.6996474724961,   0.0071692097665, -29.3519154675918,   0.0075571157934,   0.3475293682069,   0.0512696195393
  14,  39.7544361255731,   0.0021090756459, -27.6427698841868,   0.0024076530798,   0.5880968871983,   0.0290544920903
  15,  40.3612478739201,   0.0023505636426, -26.3896554448411,   0.0045333957758,   0.4046717153632,   0.0328934457617
  16,  37.1060978701661,   0.0004376108448, -29.1246161877308,   0.0005999083531,   1.9729572605030,   0.0274801297210
  17,  38.2976575996504,   0.0031531035155, -26.1815384124443,   0.0035299364581,   0.3001876484260,   0.0284396076254
  18,  41.2700470961599,   0.0052396393103, -29.0604654302654,   0.0060622705685,   0.3085900881702,   0.0390960893761
  19,  41.8816551108894,   0.0033324517596, -27.2774569078682,   0.0048234776136,   0.4268751141293,   0.0431508011489
  20,  41.2798261834615,   0.0032179563479, -28.6639798725031,   0.0040292738831,   0.4434302258546,   0.0415818606902
  21,  38.6251039304358,   0.0015270738770, -27.4207816740247,   0.0020153175051,   0.6009696505970,   0.0298673442365
  22,  41.7554934579985,   0.0062661639740, -29.3307909168263,   0.0079923140667,   0.2678463617252,   0.0431017599144
  23,  41.5026351103966,   0.0035997716671, -29.2182396730639,   0.0040591108211,   0.4860863432397,   0.0441530526878
